step,time,pos_x,pos_y,pos_z,local_x,local_y,local_z
355,3.5500,5.3704,27.3619,10.0000,-5.3704,25.5619,-10.0000
356,3.5600,5.3821,27.2633,10.0000,-5.3821,25.4633,-10.0000
357,3.5700,5.3937,27.1647,10.0000,-5.3937,25.3647,-10.0000
358,3.5800,5.4054,27.0661,10.0000,-5.4054,25.2661,-10.0000
359,3.5900,5.4170,26.9675,10.0000,-5.4170,25.1675,-10.0000
360,3.6000,5.4286,26.8689,10.0000,-5.4286,25.0689,-10.0000
361,3.6100,5.4402,26.7703,10.0000,-5.4402,24.9703,-10.0000
362,3.6200,5.4518,26.6716,10.0000,-5.4518,24.8716,-10.0000
363,3.6300,5.4633,26.5730,10.0000,-5.4633,24.7730,-10.0000
364,3.6400,5.4749,26.4744,10.0000,-5.4749,24.6744,-10.0000
365,3.6500,5.4864,26.3757,10.0000,-5.4864,24.5757,-10.0000
366,3.6600,5.4980,26.2770,10.0000,-5.4980,24.4770,-10.0000
367,3.6700,5.5095,26.1784,10.0000,-5.5095,24.3784,-10.0000
368,3.6800,5.5210,26.0797,10.0000,-5.5210,24.2797,-10.0000
369,3.6900,5.5325,25.9810,10.0000,-5.5325,24.1810,-10.0000
370,3.7000,5.5439,25.8823,10.0000,-5.5439,24.0823,-10.0000
371,3.7100,5.5554,25.7836,10.0000,-5.5554,23.9836,-10.0000
372,3.7200,5.5668,25.6849,10.0000,-5.5668,23.8849,-10.0000
373,3.7300,5.5783,25.5862,10.0000,-5.5783,23.7862,-10.0000
374,3.7400,5.5897,25.4875,10.0000,-5.5897,23.6875,-10.0000
375,3.7500,5.6011,25.3888,10.0000,-5.6011,23.5888,-10.0000
376,3.7600,5.6125,25.2901,10.0000,-5.6125,23.4901,-10.0000
377,3.7700,5.6239,25.1914,10.0000,-5.6239,23.3914,-10.0000
378,3.7800,5.6352,25.0926,10.0000,-5.6352,23.2926,-10.0000
379,3.7900,5.6466,24.9939,10.0000,-5.6466,23.1939,-10.0000
380,3.8000,5.6579,24.8951,10.0000,-5.6579,23.0951,-10.0000
381,3.8100,5.6693,24.7964,10.0000,-5.6693,22.9964,-10.0000
382,3.8200,5.6806,24.6976,10.0000,-5.6806,22.8976,-10.0000
383,3.8300,5.6919,24.5989,10.0000,-5.6919,22.7989,-10.0000
384,3.8400,5.7032,24.5001,10.0000,-5.7032,22.7001,-10.0000
385,3.8500,5.7145,24.4014,10.0000,-5.7145,22.6014,-10.0000
386,3.8600,5.7257,24.3026,10.0000,-5.7257,22.5026,-10.0000
387,3.8700,5.7370,24.2038,10.0000,-5.7370,22.4038,-10.0000
388,3.8800,5.7482,24.1050,10.0000,-5.7482,22.3050,-10.0000
389,3.8900,5.7595,24.0063,10.0000,-5.7595,22.2063,-10.0000
390,3.9000,5.7707,23.9075,10.0000,-5.7707,22.1075,-10.0000
391,3.9100,5.7819,23.8087,10.0000,-5.7819,22.0087,-10.0000
392,3.9200,5.7931,23.7099,10.0000,-5.7931,21.9099,-10.0000
393,3.9300,5.8042,23.6111,10.0000,-5.8042,21.8111,-10.0000
394,3.9400,5.8154,23.5123,10.0000,-5.8154,21.7123,-10.0000
395,3.9500,5.8266,23.4135,10.0000,-5.8266,21.6135,-10.0000
396,3.9600,5.8377,23.3147,10.0000,-5.8377,21.5147,-10.0000
397,3.9700,5.8488,23.2158,10.0000,-5.8488,21.4158,-10.0000
398,3.9800,5.8600,23.1170,10.0000,-5.8600,21.3170,-10.0000
399,3.9900,5.8711,23.0182,10.0000,-5.8711,21.2182,-10.0000
400,4.0000,5.8822,22.9194,10.0000,-5.8822,21.1194,-10.0000
401,4.0100,5.8932,22.8205,10.0000,-5.8932,21.0205,-10.0000
402,4.0200,5.9043,22.7217,10.0000,-5.9043,20.9217,-10.0000
403,4.0300,5.9154,22.6229,10.0000,-5.9154,20.8229,-10.0000
404,4.0400,5.9264,22.5240,10.0000,-5.9264,20.7240,-10.0000
405,4.0500,5.9374,22.4252,10.0000,-5.9374,20.6252,-10.0000
406,4.0600,5.9484,22.3264,10.0000,-5.9484,20.5264,-10.0000
407,4.0700,5.9594,22.2275,10.0000,-5.9594,20.4275,-10.0000
408,4.0800,5.9704,22.1287,10.0000,-5.9704,20.3287,-10.0000
409,4.0900,5.9814,22.0298,10.0000,-5.9814,20.2298,-10.0000
410,4.1000,5.9924,21.9309,10.0000,-5.9924,20.1309,-10.0000
411,4.1100,6.0034,21.8321,10.0000,-6.0034,20.0321,-10.0000
412,4.1200,6.0143,21.7332,10.0000,-6.0143,19.9332,-10.0000
413,4.1300,6.0252,21.6344,10.0000,-6.0252,19.8344,-10.0000
414,4.1400,6.0362,21.5355,10.0000,-6.0362,19.7355,-10.0000
415,4.1500,6.0471,21.4366,10.0000,-6.0471,19.6366,-10.0000
416,4.1600,6.0580,21.3378,10.0000,-6.0580,19.5378,-10.0000
417,4.1700,6.0688,21.2389,10.0000,-6.0688,19.4389,-10.0000
418,4.1800,6.0797,21.1400,10.0000,-6.0797,19.3400,-10.0000
419,4.1900,6.0906,21.0411,10.0000,-6.0906,19.2411,-10.0000
420,4.2000,6.1014,20.9422,10.0000,-6.1014,19.1422,-10.0000
421,4.2100,6.1123,20.8434,10.0000,-6.1123,19.0434,-10.0000
422,4.2200,6.1231,20.7445,10.0000,-6.1231,18.9445,-10.0000
423,4.2300,6.1339,20.6456,10.0000,-6.1339,18.8456,-10.0000
424,4.2400,6.1447,20.5467,10.0000,-6.1447,18.7467,-10.0000
425,4.2500,6.1555,20.4478,10.0000,-6.1555,18.6478,-10.0000
426,4.2600,6.1663,20.3489,10.0000,-6.1663,18.5489,-10.0000
427,4.2700,6.1771,20.2500,10.0000,-6.1771,18.4500,-10.0000
428,4.2800,6.1878,20.1511,10.0000,-6.1878,18.3511,-10.0000
429,4.2900,6.1986,20.0522,10.0000,-6.1986,18.2522,-10.0000
430,4.3000,6.2093,19.9533,10.0000,-6.2093,18.1533,-10.0000
431,4.3100,6.2200,19.8544,10.0000,-6.2200,18.0544,-10.0000
432,4.3200,6.2307,19.7555,10.0000,-6.2307,17.9555,-10.0000
433,4.3300,6.2414,19.6566,10.0000,-6.2414,17.8566,-10.0000
434,4.3400,6.2521,19.5577,10.0000,-6.2521,17.7577,-10.0000
435,4.3500,6.2628,19.4588,10.0000,-6.2628,17.6588,-10.0000
436,4.3600,6.2735,19.3599,10.0000,-6.2735,17.5599,-10.0000
437,4.3700,6.2841,19.2609,10.0000,-6.2841,17.4609,-10.0000
438,4.3800,6.2948,19.1620,10.0000,-6.2948,17.3620,-10.0000
439,4.3900,6.3054,19.0631,10.0000,-6.3054,17.2631,-10.0000
440,4.4000,6.3160,18.9642,10.0000,-6.3160,17.1642,-10.0000
441,4.4100,6.3266,18.8653,10.0000,-6.3266,17.0653,-10.0000
442,4.4200,6.3372,18.7664,10.0000,-6.3372,16.9664,-10.0000
443,4.4300,6.3478,18.6674,10.0000,-6.3478,16.8674,-10.0000
444,4.4400,6.3584,18.5685,10.0000,-6.3584,16.7685,-10.0000
445,4.4500,6.3689,18.4696,10.0000,-6.3689,16.6696,-10.0000
446,4.4600,6.3795,18.3707,10.0000,-6.3795,16.5707,-10.0000
447,4.4700,6.3900,18.2717,10.0000,-6.3900,16.4717,-10.0000
448,4.4800,6.4006,18.1728,10.0000,-6.4006,16.3728,-10.0000
449,4.4900,6.4111,18.0739,10.0000,-6.4111,16.2739,-10.0000
450,4.5000,6.4216,17.9749,10.0000,-6.4216,16.1749,-10.0000
451,4.5100,6.4321,17.8760,10.0000,-6.4321,16.0760,-10.0000
452,4.5200,6.4426,17.7771,10.0000,-6.4426,15.9771,-10.0000
453,4.5300,6.4530,17.6781,10.0000,-6.4530,15.8781,-10.0000
454,4.5400,6.4635,17.5792,10.0000,-6.4635,15.7792,-10.0000
455,4.5500,6.4740,17.4802,10.0000,-6.4740,15.6802,-10.0000
456,4.5600,6.4844,17.3813,10.0000,-6.4844,15.5813,-10.0000
457,4.5700,6.4948,17.2824,10.0000,-6.4948,15.4824,-10.0000
458,4.5800,6.5053,17.1834,10.0000,-6.5053,15.3834,-10.0000
459,4.5900,6.5157,17.0845,10.0000,-6.5157,15.2845,-10.0000
460,4.6000,6.5261,16.9855,10.0000,-6.5261,15.1855,-10.0000
461,4.6100,6.5365,16.8866,10.0000,-6.5365,15.0866,-10.0000
462,4.6200,6.5468,16.7876,10.0000,-6.5468,14.9876,-10.0000
463,4.6300,6.5572,16.6887,10.0000,-6.5572,14.8887,-10.0000
464,4.6400,6.5676,16.5898,10.0000,-6.5676,14.7898,-10.0000
465,4.6500,6.5779,16.4908,10.0000,-6.5779,14.6908,-10.0000
466,4.6600,6.5882,16.3919,10.0000,-6.5882,14.5919,-10.0000
467,4.6700,6.5986,16.2929,10.0000,-6.5986,14.4929,-10.0000
468,4.6800,6.6089,16.1940,10.0000,-6.6089,14.3940,-10.0000
469,4.6900,6.6192,16.0950,10.0000,-6.6192,14.2950,-10.0000
470,4.7000,6.6295,15.9960,10.0000,-6.6295,14.1960,-10.0000
471,4.7100,6.6397,15.8971,10.0000,-6.6397,14.0971,-10.0000
472,4.7200,6.6500,15.7981,10.0000,-6.6500,13.9981,-10.0000
473,4.7300,6.6603,15.6992,10.0000,-6.6603,13.8992,-10.0000
474,4.7400,6.6705,15.6002,10.0000,-6.6705,13.8002,-10.0000
475,4.7500,6.6808,15.5013,10.0000,-6.6808,13.7013,-10.0000
476,4.7600,6.6910,15.4023,10.0000,-6.6910,13.6023,-10.0000
477,4.7700,6.7012,15.3034,10.0000,-6.7012,13.5034,-10.0000
478,4.7800,6.7114,15.2044,10.0000,-6.7114,13.4044,-10.0000
479,4.7900,6.7216,15.1054,10.0000,-6.7216,13.3054,-10.0000
480,4.8000,6.7318,15.0065,10.0000,-6.7318,13.2065,-10.0000
481,4.8100,6.7420,14.9075,10.0000,-6.7420,13.1075,-10.0000
482,4.8200,6.7521,14.8086,10.0000,-6.7521,13.0086,-10.0000
483,4.8300,6.7623,14.7096,10.0000,-6.7623,12.9096,-10.0000
484,4.8400,6.7724,14.6106,10.0000,-6.7724,12.8106,-10.0000
485,4.8500,6.7826,14.5117,10.0000,-6.7826,12.7117,-10.0000
486,4.8600,6.7927,14.4127,10.0000,-6.7927,12.6127,-10.0000
487,4.8700,6.8028,14.3137,10.0000,-6.8028,12.5137,-10.0000
488,4.8800,6.8129,14.2148,10.0000,-6.8129,12.4148,-10.0000
489,4.8900,6.8230,14.1158,10.0000,-6.8230,12.3158,-10.0000
490,4.9000,6.8331,14.0168,10.0000,-6.8331,12.2168,-10.0000
491,4.9100,6.8432,13.9179,10.0000,-6.8432,12.1179,-10.0000
492,4.9200,6.8532,13.8189,10.0000,-6.8532,12.0189,-10.0000
493,4.9300,6.8633,13.7199,10.0000,-6.8633,11.9199,-10.0000
494,4.9400,6.8733,13.6210,10.0000,-6.8733,11.8210,-10.0000
495,4.9500,6.8834,13.5220,10.0000,-6.8834,11.7220,-10.0000
496,4.9600,6.8934,13.4230,10.0000,-6.8934,11.6230,-10.0000
497,4.9700,6.9034,13.3240,10.0000,-6.9034,11.5240,-10.0000
498,4.9800,6.9134,13.2251,10.0000,-6.9134,11.4251,-10.0000
499,4.9900,6.9234,13.1261,10.0000,-6.9234,11.3261,-10.0000
500,5.0000,6.9334,13.0271,10.0000,-6.9334,11.2271,-10.0000
